rel_path	pc_path	source_path	classification	target_surface	pc_sha256	source_sha256	debug_guard_count	unguarded_smgpc_count	unguarded_observer_api_count	note
Map/LightFunction.cpp	pc-port/src/Game/Map/LightFunction.cpp	src/Game/Map/LightFunction.cpp	compat-temporary	no	7d66c06569a65fea52feba7645a49455ca1d06c341cb8954776ef2521af2a9c8	e7854eacc49565f620eb15d244101ab9fbb4d32d489034c2acfaa96b83774cd7	0	0	0	source exists but pc-port behavior/shape differs
Map/LightFunction.hpp	pc-port/src/Game/Map/LightFunction.hpp	include/Game/Map/LightFunction.hpp	compat-temporary	no	b3ec46df471655541fbb5676346ed9db2ffe9ed74a2743c1dcb0245655343fa8	9943c22eebc0330d99a425ced9f05f8f0370b6de6833a22f77f7bcd360d45243	0	0	0	source exists but pc-port behavior/shape differs
Map/LightPointCtrl.hpp	pc-port/src/Game/Map/LightPointCtrl.hpp	include/Game/Map/LightPointCtrl.hpp	compat-temporary	no	e7d86f164797121922bf127c54cd2d5ef9725d0273058b3cb043b5b31734c3c9	d71f539973fba7bbc02c7e87de856bb47270a165415e108f6e04af810b9834c3	0	0	0	source exists but pc-port behavior/shape differs
Map/LightZoneDataHolder.cpp	pc-port/src/Game/Map/LightZoneDataHolder.cpp	src/Game/Map/LightZoneDataHolder.cpp	compat-temporary	no	c495a05145dee9125175b175d5ff25b8c1b0724bbb3f1ce75b5a95ba5f08213a	2a6dd612d060cb73207c4af1e798303141ce9a003c217a0205655bd2c209a561	0	0	0	source exists but pc-port behavior/shape differs
Map/LightZoneDataHolder.hpp	pc-port/src/Game/Map/LightZoneDataHolder.hpp	include/Game/Map/LightZoneDataHolder.hpp	compat-temporary	no	40a881d2627688a917c23bd221dcf3423914e4f0c9321074c9ff4a93dac0da00	fd0bd1fc94d17a8ad7d3a633387324750793516058ba7e1b4b00da81c6ffafe3	0	0	0	source exists but pc-port behavior/shape differs
Map/RailPart.cpp	pc-port/src/Game/Map/RailPart.cpp	src/Game/Map/RailPart.cpp	exact-source	no	928fcb5eaa42a5f96ae5d5e91852fe7c063c973a4bcb92b8e07feee48dbac194	928fcb5eaa42a5f96ae5d5e91852fe7c063c973a4bcb92b8e07feee48dbac194	0	0	0	byte-for-byte match
Map/RailPart.hpp	pc-port/src/Game/Map/RailPart.hpp	include/Game/Map/RailPart.hpp	exact-source	no	1f313054bc4a73c1bedc9d71ea010a14bbbe5613deddaeccadf798e92916c89d	1f313054bc4a73c1bedc9d71ea010a14bbbe5613deddaeccadf798e92916c89d	0	0	0	byte-for-byte match
Map/SleepController.cpp	pc-port/src/Game/Map/SleepController.cpp	src/Game/Map/SleepController.cpp	exact-source	no	0d07df96bdd8d065f357dd46737037cd4d2be12f47f4d924170abcd1977f44bc	0d07df96bdd8d065f357dd46737037cd4d2be12f47f4d924170abcd1977f44bc	0	0	0	byte-for-byte match
Map/SleepController.hpp	pc-port/src/Game/Map/SleepController.hpp	include/Game/Map/SleepController.hpp	exact-source	no	76c992c6bb83f1e844b76ea4d30ed289b761fba445b261f491ed96935f0cf4bd	76c992c6bb83f1e844b76ea4d30ed289b761fba445b261f491ed96935f0cf4bd	0	0	0	byte-for-byte match
Map/SleepControllerHolder.cpp	pc-port/src/Game/Map/SleepControllerHolder.cpp	src/Game/Map/SleepControllerHolder.cpp	compat-temporary	no	83542a9caa70f66e2f83d28377fe0063305ba77a3e69b1a514be39bf49878dfa	37dac27e0f9d9eb0ed555fca39fb9a078fc5e2b338158aa3fe974c25bca8ab5b	0	0	0	source exists but pc-port behavior/shape differs
Map/SleepControllerHolder.hpp	pc-port/src/Game/Map/SleepControllerHolder.hpp	include/Game/Map/SleepControllerHolder.hpp	exact-source	no	2b55054e06e1ce89dc46d58d0d1a2cc9fe473af8ea5a6e1e8761d0cbfc6101a5	2b55054e06e1ce89dc46d58d0d1a2cc9fe473af8ea5a6e1e8761d0cbfc6101a5	0	0	0	byte-for-byte match
Map/StageSwitch.cpp	pc-port/src/Game/Map/StageSwitch.cpp	src/Game/Map/StageSwitch.cpp	exact-source	no	db0abe69e500765573303fc74a0f7065b5baf72241044d761407df666a450e61	db0abe69e500765573303fc74a0f7065b5baf72241044d761407df666a450e61	0	0	0	byte-for-byte match
Map/StageSwitch.hpp	pc-port/src/Game/Map/StageSwitch.hpp	include/Game/Map/StageSwitch.hpp	exact-source	no	766a9127b10ee5500e107d8f8d78f08c0c4bfa9d953d0df5e630012dd8539aee	766a9127b10ee5500e107d8f8d78f08c0c4bfa9d953d0df5e630012dd8539aee	0	0	0	byte-for-byte match
Map/SwitchSynchronizer.cpp	pc-port/src/Game/Map/SwitchSynchronizer.cpp	src/Game/Map/SwitchSynchronizer.cpp	exact-source	no	e80d6c35f0e871cc25cda9dab9ab4b65e748d903d1da2c1cdf93fe4fcebc8f49	e80d6c35f0e871cc25cda9dab9ab4b65e748d903d1da2c1cdf93fe4fcebc8f49	0	0	0	byte-for-byte match
Map/SwitchSynchronizer.hpp	pc-port/src/Game/Map/SwitchSynchronizer.hpp	include/Game/Map/SwitchSynchronizer.hpp	exact-source	no	22d87f06098a4194bf4f16a088603b2d0010f480169a859abc610e7088dbbb9c	22d87f06098a4194bf4f16a088603b2d0010f480169a859abc610e7088dbbb9c	0	0	0	byte-for-byte match
Map/SwitchWatcher.cpp	pc-port/src/Game/Map/SwitchWatcher.cpp	src/Game/Map/SwitchWatcher.cpp	exact-source	no	05c8a372fcd80fb6d21e72191268820829522876c9d67aacdcce2735779334a7	05c8a372fcd80fb6d21e72191268820829522876c9d67aacdcce2735779334a7	0	0	0	byte-for-byte match
Map/SwitchWatcher.hpp	pc-port/src/Game/Map/SwitchWatcher.hpp	include/Game/Map/SwitchWatcher.hpp	exact-source	no	4afa859ecdcae0f5450fb47c452f4ef252184f94afa7efa3bf04898421d5513e	4afa859ecdcae0f5450fb47c452f4ef252184f94afa7efa3bf04898421d5513e	0	0	0	byte-for-byte match
